ID,NombreEmpleado,Departamento,Cargo,Oficina,TipoContrato,SalarioBase,HorasExtra,OtrosPagos,Beneficios,SalarioTotal,SalarioTotalConBeneficios,LogSalarioTotal,OvertimeRatio,BeneficiosRatio,ExtraVsBase,BeneficiosVsSalario,KMeans_Cluster,DBSCAN_Cluster,Anomaly_IF,Anomaly_LOF,Anomalia_Ambos_Modelos
715,Valentina Valentina Sanchez Vargas,Marketing,Brand Manager,Planta Industrial,Full-Time,1396,1025.0,141,692.0,2562,3254,7.848933726364071,0.733715103793844,0.26999609832227855,0.733715103793844,0.49534717251252686,2,0,Normal,Normal,No
716,Patricia Monica Mendoza Perez,Logistica,Gestor de Flota,Centros de Distribucion,Full-Time,1799,345.0,397,565.0,2541,3106,7.8407064517494,0.19166666666666668,0.22226593233674272,0.19166666666666668,0.3138888888888889,3,0,Normal,Normal,No
717,Elena Ana Rojas Flores,Logistica,Planificador de Demanda,Oficinas Administrativas,Part-Time,4548,1286.0,699,301.0,6533,6834,8.784774592161016,0.28269949439437236,0.0460667278849097,0.28269949439437236,0.06616838865684765,0,0,Normal,Normal,No
718,Jose Rafael Ramirez Sanchez,Tecnologia (Tech),Analista de Datos,Oficinas Administrativas,Part-Time,4939,1347.0,824,1301.0,7110,8411,8.869398159883518,0.2726720647773279,0.1829559836872451,0.2726720647773279,0.26336032388663966,0,0,Normal,Normal,No
719,Veronica Laura Morales Delgado,Logistica,Planificador de Demanda,Oficina Regional,Full-Time,2272,159.0,996,468.0,3427,3895,8.13973227971767,0.06995160580730313,0.13652275379229872,0.06995160580730313,0.20589529256489222,0,0,Normal,Normal,No
720,Camila Camila Ortega Rodriguez,Marketing,Brand Manager,Centros de Distribucion,Full-Time,4397,1231.0,179,522.0,5807,6329,8.666991556504632,0.279899954524784,0.08987603305785125,0.279899954524784,0.11869031377899045,0,0,Normal,Normal,No
721,Jorge Jorge Perez Martinez,Operaciones (Supply),Maestro Cervecero,Centros de Distribucion,Part-Time,3341,1436.0,218,427.0,4995,5422,8.516392871245468,0.4296828246558947,0.0854683746997598,0.4296828246558947,0.1277678037103531,0,0,Normal,Normal,No
722,Rafael Juan Gonzalez Garcia,Finanzas,Controller Financiero,Planta Industrial,Full-Time,4843,1425.0,143,1484.0,6411,7895,8.765926513729443,0.2941783649876135,0.2314410480349345,0.2941783649876135,0.3063583815028902,0,0,Normal,Normal,No
723,Ana Laura Martinez Mendoza,People (RRHH),Business Partner,Planta Industrial,,1863,1148.0,962,1172.0,3973,5145,8.287528423111763,0.6158798283261803,0.2949169602415702,0.6158798283261803,0.628755364806867,3,0,Normal,Normal,No
724,Raul Pedro Torres Mendoza,Marketing,Trade Marketing,Oficina Regional,Part-Time,2630,521.0,904,581.0,4055,4636,8.30795254527102,0.19802356518434056,0.14324457593688364,0.19802356518434056,0.22082858228810337,0,0,Normal,Normal,No
725,Raul Jose Rojas Gonzalez,Marketing,Brand Manager,Centros de Distribucion,Part-Time,4258,1327.0,400,502.0,5985,6487,8.697178688412643,0.3115754872035689,0.0838623454727698,0.3115754872035689,0.11786804414181733,0,0,Normal,Normal,No
726,Ana Patricia Martinez Martinez,Tecnologia (Tech),Analista de Datos,Centros de Distribucion,Part-Time,3671,281.0,829,753.0,4781,5534,8.47261414801827,0.07652505446623094,0.15746549560853199,0.07652505446623094,0.20506535947712418,0,0,Normal,Normal,No
727,Raul Fernando Garcia Suarez,Tecnologia (Tech),Analista de Datos,Planta Industrial (Matriz),Part-Time,3964,1274.0,453,1488.0,5691,7179,8.646816959209742,0.32131147540983607,0.26141953619114544,0.32131147540983607,0.37528373266078185,0,0,Normal,Normal,No
728,Sofia Silvia Ramirez Gonzalez,Marketing,Brand Manager,Oficinas Administrativas,Full-Time,3446,884.0,792,218.0,5122,5340,8.541495483939203,0.2564548883086742,0.0425531914893617,0.2564548883086742,0.06324340005802147,0,0,Normal,Normal,No
729,Miguel Rafael Mendoza Rojas,Logistica,Gestor de Flota,Oficina Regional,Part-Time,2304,1164.0,645,1409.0,4113,5522,8.322151070212902,0.5049891540130151,0.3424890617403986,0.5049891540130151,0.6112798264642082,3,0,Normal,Normal,No
730,Camila Gabriela Herrera Torres,Operaciones (Supply),Operador de Envasado,Planta Industrial (Matriz),Part-Time,2742,124.0,659,1335.0,3525,4860,8.167919362957816,0.045205978855267955,0.3786159954622802,0.045205978855267955,0.4866934013853445,3,0,Normal,Normal,No
731,Camila Natalia Torres Ortega,Sostenibilidad,Coordinador de Agro,Oficinas Administrativas,Full-Time,2726,1019.0,987,1375.0,4732,6107,8.462314529906248,0.3736707004033737,0.2905134164377773,0.3736707004033737,0.5042170883755042,3,0,Normal,Normal,No
732,Victor Raul Morales Ramirez,People (RRHH),Business Partner,Centros de Distribucion,Full-Time,2473,301.0,548,1030.0,3322,4352,8.108623268354595,0.12166531932093776,0.30996087872404454,0.12166531932093776,0.41632983023443815,3,0,Normal,Normal,No
733,Carlos Andres Delgado Garcia,Operaciones (Supply),Maestro Cervecero,Centros de Distribucion,Full-Time,2329,1267.0,422,1134.0,4018,5152,8.2987883944492,0.5437768240343348,0.2821597412291615,0.5437768240343348,0.48669527896995707,3,0,Normal,Normal,No
734,Carlos Raul Torres Mendoza,Marketing,Brand Manager,Oficinas Administrativas,,3233,141.0,760,1118.0,4134,5252,8.327242607457793,0.04359925788497217,0.27037484885126967,0.04359925788497217,0.34570191713048853,0,0,Normal,Normal,No
735,Jorge Miguel Sanchez Gonzalez,Logistica,Planificador de Demanda,Planta Industrial (Matriz),Part-Time,2456,1203.0,546,847.0,4205,5052,8.344267356262645,0.4896214896214896,0.20137898240608654,0.4896214896214896,0.34472934472934474,3,0,Normal,Normal,No
736,Ana Paula Flores Diaz,Operaciones (Supply),Analista de Calidad,Planta Industrial,Full-Time,4816,1336.0,507,298.0,6659,6957,8.803874763534434,0.277351048370355,0.04474474474474475,0.277351048370355,0.06186423084907619,0,0,Normal,Normal,No
737,Hugo Jorge Flores Castro,Finanzas,Controller Financiero,Oficina Regional,Full-Time,4137,583.0,635,485.0,5355,5840,8.585972706811063,0.14088931851135814,0.09055265123226289,0.14088931851135814,0.11720637989366844,0,0,Normal,Normal,No
738,Valentina Gabriela Herrera Mendoza,Operaciones (Supply),Analista de Calidad,Planta Industrial (Matriz),Part-Time,4286,1389.0,352,905.0,6027,6932,8.704170559746386,0.32400279916025193,0.15013271400132713,0.32400279916025193,0.21110333566596687,0,0,Normal,Normal,No
739,Mario Miguel Rojas Ortega,Marketing,Trade Marketing,Planta Industrial (Matriz),Full-Time,2663,1354.0,569,439.0,4586,5025,8.430981494597171,0.5082582582582582,0.09570525397863527,0.5082582582582582,0.16478978978978978,0,0,Normal,Normal,No
740,Carmen Gabriela Lopez Ortega,Comercial / Ventas,Preventista (BEES),Planta Industrial,Full-Time,4268,881.0,772,819.0,5921,6740,8.686429508661536,0.2063715155774186,0.13829787234042554,0.2063715155774186,0.19184820801124386,0,0,Normal,Normal,No
741,Ana Andrea Ramirez Rojas,Comercial / Ventas,Preventista (BEES),Oficina Regional,Part-Time,4169,975.0,966,1196.0,6110,7306,8.717845704894916,0.23381294964028776,0.19571264932089674,0.23381294964028776,0.286810551558753,0,0,Normal,Normal,No
742,Mario Alberto Morales Vargas,Logistica,Planificador de Demanda,Centros de Distribucion,,1431,795.0,964,585.0,2395,2980,7.78155595923534,0.5551675977653632,0.24415692821368948,0.5551675977653632,0.4085195530726257,3,0,Normal,Normal,No
743,Camila Veronica Vargas Ramirez,Comercial / Ventas,Preventista (BEES),Oficinas Administrativas,Full-Time,4211,705.0,49,348.0,4965,5313,8.510369966068112,0.16737891737891739,0.07007652033830045,0.16737891737891739,0.08262108262108261,0,0,Normal,Normal,No
744,Julio Andres Delgado Ramirez,Logistica,Planificador de Demanda,Oficinas Administrativas,Full-Time,2921,695.0,552,558.0,4168,4726,8.335431477880796,0.2378507871321013,0.13384504677380668,0.2378507871321013,0.19096509240246407,0,0,Normal,Normal,No
745,Daniela Camila Mendoza Vargas,Sostenibilidad,Coordinador de Agro,Planta Industrial,Part-Time,4357,760.0,578,248.0,5695,5943,8.647519453091812,0.17439192290041303,0.04353932584269663,0.17439192290041303,0.056906837999082145,0,0,Normal,Normal,No
746,Victor Rafael Rodriguez Gonzalez,People (RRHH),Business Partner,Oficinas Administrativas,,3223,354.0,707,1274.0,4284,5558,8.36287583103188,0.1098014888337469,0.297316219369895,0.1098014888337469,0.3951612903225806,0,0,Normal,Normal,No
747,Lucia Rosa Perez Morales,Marketing,Trade Marketing,Oficinas Administrativas,Part-Time,986,741.0,447,1164.0,2174,3338,7.684783943522785,0.7507598784194529,0.5351724137931034,0.7507598784194529,1.1793313069908815,1,0,Normal,Normal,No
748,Jose Ricardo Gonzalez Lopez,Finanzas,Controller Financiero,Oficina Regional,,3132,131.0,950,519.0,4213,4732,8.346167594364134,0.041812958825406955,0.1231608922638823,0.041812958825406955,0.16565592084264283,0,0,Normal,Normal,No
749,Sofia Valentina Delgado Garcia,Operaciones (Supply),Maestro Cervecero,Oficinas Administrativas,Full-Time,2651,504.0,198,844.0,3353,4197,8.117908942383155,0.19004524886877827,0.2516398330351819,0.19004524886877827,0.31825037707390647,3,0,Normal,Normal,No
750,Laura Valentina Gonzalez Castro,People (RRHH),Reclutador (Trainee),Planta Industrial,Part-Time,3238,569.0,310,1471.0,4117,5588,8.323122887587735,0.17567150355047853,0.35721223895094706,0.17567150355047853,0.4541525162087064,3,0,Normal,Normal,No
751,Laura Monica Delgado Castro,Operaciones (Supply),Analista de Calidad,Oficina Regional,Part-Time,4797,408.0,416,452.0,5621,6073,8.634442751466477,0.0850354314297624,0.08039843472073994,0.0850354314297624,0.09420591913297208,0,0,Normal,Normal,No
752,Andres Fernando Vargas Ramirez,Tecnologia (Tech),Analista de Datos,Oficina Regional,Full-Time,4702,1451.0,897,373.0,7050,7423,8.860924729719041,0.3085264724643844,0.05290029783009502,0.3085264724643844,0.07931107803529662,0,0,Normal,Anomalía,No
753,Maria Carmen Rodriguez Torres,Marketing,Trade Marketing,Oficinas Administrativas,Part-Time,1154,769.0,479,871.0,2402,3273,7.784473235736469,0.6658008658008658,0.3624635871826883,0.6658008658008658,0.7541125541125541,2,0,Normal,Normal,No
754,Miguel Fernando Morales Garcia,Comercial / Ventas,Key Account Manager,Centros de Distribucion,Part-Time,2977,901.0,624,480.0,4502,4982,8.412499120301572,0.3025520483546004,0.10659560293137908,0.3025520483546004,0.16118200134318333,0,0,Normal,Normal,No
755,Monica Natalia Perez Ortega,Finanzas,Controller Financiero,Planta Industrial (Matriz),Part-Time,3338,1351.0,25,1370.0,4714,6084,8.458504195067558,0.40461215932914046,0.29056203605514314,0.40461215932914046,0.4103024857741839,3,0,Normal,Normal,No
756,Lucia Valentina Castro Castro,People (RRHH),Reclutador (Trainee),Oficinas Administrativas,Part-Time,2645,954.0,487,849.0,4086,4086,8.315566483564277,0.36054421768707484,0.2077318326400783,0.36054421768707484,0.32086167800453513,3,0,Normal,Normal,No
757,Monica Veronica Martinez Torres,Operaciones (Supply),Operador de Envasado,Planta Industrial (Matriz),Full-Time,2365,983.0,904,1496.0,4252,5748,8.355379895253634,0.415469146238377,0.3517517046790501,0.415469146238377,0.63229078613694,3,0,Normal,Normal,No
758,Rosa Laura Martinez Vargas,Operaciones (Supply),Analista de Calidad,Oficinas Administrativas,Part-Time,3622,1201.0,537,466.0,5360,5826,8.586905803827538,0.3314932376483577,0.08692408132811043,0.3314932376483577,0.12862268837979576,0,0,Normal,Normal,No
759,Mario Eduardo Castro Garcia,People (RRHH),Reclutador (Trainee),Planta Industrial,Part-Time,4102,1376.0,427,946.0,5905,6851,8.683724062303869,0.3353643675359493,0.16017609210971892,0.3353643675359493,0.23056300268096513,0,0,Normal,Normal,No
760,Julio Eduardo Mendoza Castro,People (RRHH),Reclutador (Trainee),Centros de Distribucion,Part-Time,2815,1480.0,670,1328.0,4965,6293,8.510369966068112,0.5255681818181818,0.26741844542891663,0.5255681818181818,0.4715909090909091,3,0,Normal,Normal,No
761,Laura Camila Delgado Herrera,Operaciones (Supply),Analista de Calidad,Planta Industrial (Matriz),Part-Time,3378,800.0,806,849.0,4984,4984,8.514188682395938,0.23675643681562591,0.17031093279839518,0.23675643681562591,0.251257768570583,0,0,Normal,Normal,No
762,Mario Fernando Sanchez Rodriguez,Comercial / Ventas,Preventista (BEES),Planta Industrial (Matriz),Part-Time,2156,1124.0,157,1416.0,3437,4853,8.142645185942795,0.5210941121928605,0.4118673647469459,0.5210941121928605,0.6564673157162726,3,0,Normal,Normal,No
763,Rosa Natalia Ortega Herrera,People (RRHH),Reclutador (Trainee),Planta Industrial (Matriz),Part-Time,4484,279.0,788,914.0,5551,6465,8.62191350218664,0.06220735785953177,0.16462536023054755,0.06220735785953177,0.20379041248606466,0,0,Normal,Normal,No
764,Carmen Patricia Morales Castro,Comercial / Ventas,Preventista (BEES),Centros de Distribucion,,2404,1059.0,609,956.0,4072,5028,8.312135107648412,0.44033264033264036,0.2347164252393813,0.44033264033264036,0.3975051975051975,3,0,Normal,Normal,No
765,Jorge Pedro Martinez Mendoza,Operaciones (Supply),Operador de Envasado,Oficinas Administrativas,Full-Time,2230,1335.0,546,1408.0,4111,5519,8.321664807135,0.5983863738233975,0.3424124513618677,0.5983863738233975,0.6311071268489467,3,0,Normal,Normal,No
766,Sofia Carmen Delgado Herrera,Marketing,Brand Manager,Planta Industrial,Part-Time,846,1351.0,988,280.0,3185,3465,8.066521490469993,1.5950413223140496,0.08788449466415568,1.5950413223140496,0.3305785123966942,2,0,Anomalía,Anomalía,Sí
767,Andrea Lucia Sanchez Rojas,Operaciones (Supply),Analista de Calidad,Planta Industrial,,2430,1078.0,841,800.0,4349,5149,8.37793112408273,0.4434389140271493,0.1839080459770115,0.4434389140271493,0.3290826820238585,3,0,Normal,Normal,No
768,Veronica Paula Gonzalez Morales,Marketing,Trade Marketing,Planta Industrial (Matriz),Full-Time,4937,1301.0,645,903.0,6883,7786,8.83695515733143,0.26346699068448765,0.1311737361998838,0.26346699068448765,0.18286755771567437,0,0,Normal,Normal,No
769,Laura Silvia Vargas Garcia,Logistica,Gestor de Flota,Centros de Distribucion,Part-Time,853,350.0,469,984.0,1672,2656,7.422373700986824,0.4098360655737705,0.5881649731022116,0.4098360655737705,1.1522248243559718,1,0,Normal,Normal,No
770,Pedro Andres Rojas Flores,People (RRHH),Reclutador (Trainee),Oficinas Administrativas,,2321,512.0,854,1254.0,3687,4941,8.212839584676484,0.22049956933677864,0.34002169197396964,0.22049956933677864,0.5400516795865633,3,0,Normal,Normal,No
771,Claudia Maria Morales Delgado,Operaciones (Supply),Analista de Calidad,Centros de Distribucion,Part-Time,1651,1377.0,739,849.0,3767,3767,8.234299635696253,0.8335351089588378,0.22531847133757962,0.8335351089588378,0.5139225181598063,2,0,Normal,Normal,No
772,Elena Lucia Mendoza Martinez,Operaciones (Supply),Analista de Calidad,Planta Industrial,Part-Time,1567,385.0,715,520.0,2667,3187,7.889084407035514,0.24553571428571427,0.19490254872563717,0.24553571428571427,0.33163265306122447,3,0,Normal,Normal,No
773,Andrea Valentina Rodriguez Martinez,Comercial / Ventas,Key Account Manager,Oficinas Administrativas,Part-Time,1105,1259.0,301,914.0,2665,3579,7.888334500738654,1.1383363471971066,0.3428357089272318,1.1383363471971066,0.8264014466546112,2,0,Normal,Normal,No
774,Julio Pedro Flores Sanchez,Marketing,Trade Marketing,Oficinas Administrativas,Part-Time,3218,1284.0,652,494.0,5154,5648,8.54772239645106,0.39888164026095063,0.09582929194956354,0.39888164026095063,0.15346380863622244,0,0,Normal,Normal,No
775,Paula Claudia Garcia Castro,Tecnologia (Tech),Analista de Datos,Planta Industrial (Matriz),Full-Time,1988,605.0,453,409.0,3046,3455,8.021912778985708,0.30417295123177474,0.1342303905480801,0.30417295123177474,0.20563097033685268,3,0,Normal,Normal,No
776,Ana Monica Torres Herrera,Finanzas,Controller Financiero,Centros de Distribucion,Full-Time,1638,970.0,678,1211.0,3286,4497,8.097730573664219,0.5918242830994509,0.3684210526315789,0.5918242830994509,0.7388651616839537,3,0,Normal,Normal,No
777,Andrea Patricia Lopez Flores,Logistica,Gestor de Flota,Oficina Regional,Part-Time,4746,1339.0,246,383.0,6331,6714,8.753371421000903,0.2820728881398778,0.06048641819330385,0.2820728881398778,0.08068253633874026,0,0,Normal,Normal,No
778,Pedro Jose Morales Lopez,Logistica,Gestor de Flota,Centros de Distribucion,Part-Time,3790,936.0,965,1433.0,5691,7124,8.646816959209742,0.2469005539435505,0.2517568517217147,0.2469005539435505,0.3780005275652862,0,0,Normal,Normal,No
779,Victor Eduardo Perez Herrera,Marketing,Trade Marketing,Planta Industrial (Matriz),Part-Time,3302,1270.0,899,1219.0,5471,6690,8.607399459302387,0.38449894035725096,0.2227704678362573,0.38449894035725096,0.36905843172873143,0,0,Normal,Normal,No
780,Mario Sergio Ortega Suarez,Operaciones (Supply),Operador de Envasado,Oficinas Administrativas,,4417,432.0,450,274.0,5299,5573,8.575462099540212,0.0977818017202354,0.05169811320754717,0.0977818017202354,0.06201901312811227,0,0,Normal,Normal,No
781,Monica Rosa Perez Rojas,Logistica,Planificador de Demanda,Planta Industrial,Full-Time,2589,401.0,28,731.0,3018,3749,8.012680929706839,0.15482625482625484,0.2421331566743955,0.15482625482625484,0.2822393822393822,3,0,Normal,Normal,No
782,Ricardo Jose Sanchez Castro,Finanzas,Controller Financiero,Planta Industrial (Matriz),,912,259.0,865,1239.0,2036,3275,7.619233416226805,0.2836801752464403,0.6082474226804123,0.2836801752464403,1.357064622124863,1,0,Normal,Normal,No
783,Julio Alberto Morales Perez,Logistica,Gestor de Flota,Oficinas Administrativas,Part-Time,4554,899.0,244,672.0,5697,6369,8.647870515057853,0.1973655323819978,0.11793611793611794,0.1973655323819978,0.14753018660812295,0,0,Normal,Normal,No
784,Carmen Laura Rodriguez Perez,Operaciones (Supply),Analista de Calidad,Oficina Regional,,2332,1217.0,24,1474.0,3573,5047,8.181440695719374,0.5216459494213459,0.4124230554001119,0.5216459494213459,0.6318045435062152,3,0,Normal,Normal,No
785,Mario Jose Gonzalez Rojas,People (RRHH),Reclutador (Trainee),Planta Industrial (Matriz),Full-Time,3953,769.0,254,673.0,4976,5649,8.512582578858554,0.19448659585230146,0.13522202129797067,0.19448659585230146,0.17020738492665655,0,0,Normal,Normal,No
786,Pedro Ricardo Lopez Vargas,Comercial / Ventas,Preventista (BEES),Oficinas Administrativas,Full-Time,3885,795.0,167,222.0,4052,4274,8.307212626628308,0.20458054554812147,0.05477424130273871,0.20458054554812147,0.057128152341739576,0,0,Normal,Normal,No
787,Veronica Daniela Ramirez Suarez,People (RRHH),Business Partner,Oficina Regional,Part-Time,1713,878.0,943,1475.0,3534,5009,8.170468578330674,0.5122520420070011,0.41725601131541723,0.5122520420070011,0.8605600933488915,1,0,Normal,Normal,No
788,Hugo Miguel Morales Vargas,Tecnologia (Tech),Analista de Datos,Oficinas Administrativas,Part-Time,4095,171.0,94,840.0,4360,5200,8.380456667842767,0.041748046875,0.1926163723916533,0.041748046875,0.205078125,0,0,Normal,Normal,No
789,Silvia Camila Ortega Delgado,Tecnologia (Tech),Analista de Datos,Oficina Regional,Part-Time,4167,851.0,229,520.0,5247,5767,8.565602330623925,0.2041746641074856,0.09908536585365854,0.2041746641074856,0.12476007677543186,0,0,Normal,Normal,No
790,Paula Ana Ortega Rodriguez,People (RRHH),Business Partner,Planta Industrial,Part-Time,2058,269.0,217,961.0,2544,3505,7.841885928984623,0.13064594463331713,0.37760314341846757,0.13064594463331713,0.46673142302088394,3,0,Normal,Normal,No
791,Alberto Ricardo Castro Herrera,Operaciones (Supply),Maestro Cervecero,Oficinas Administrativas,,2128,1154.0,632,722.0,3914,4636,8.272570608424903,0.5420385157350869,0.18441890166028096,0.5420385157350869,0.3391263503992485,3,0,Normal,Normal,No
792,Raul Pedro Mendoza Morales,Finanzas,Controller Financiero,Centros de Distribucion,Full-Time,1262,563.0,261,1466.0,2086,3552,7.643482907077201,0.44576405384006335,0.7024436990896022,0.44576405384006335,1.1607284243863816,1,0,Normal,Normal,No
793,Pedro Eduardo Herrera Diaz,Marketing,Brand Manager,Oficinas Administrativas,Full-Time,1098,1306.0,76,1369.0,2480,3849,7.816416983691801,1.1883530482256597,0.5517936316001613,1.1883530482256597,1.2456778889899909,2,0,Anomalía,Normal,No
794,Patricia Daniela Morales Mendoza,Logistica,Planificador de Demanda,Planta Industrial,Full-Time,2424,1336.0,736,467.0,4496,4963,8.411165786770708,0.5509278350515464,0.10384700911718923,0.5509278350515464,0.19257731958762886,0,0,Normal,Normal,No
795,Natalia Silvia Rodriguez Rojas,Logistica,Gestor de Flota,Planta Industrial (Matriz),Part-Time,1551,686.0,654,448.0,2891,3339,7.969703583278656,0.4420103092783505,0.15491009681881052,0.4420103092783505,0.28865979381443296,3,0,Normal,Normal,No
796,Rosa Valentina Rodriguez Flores,People (RRHH),Business Partner,Planta Industrial (Matriz),Full-Time,2639,1352.0,986,849.0,4977,4977,8.512783482927537,0.5121212121212121,0.17055042185616714,0.5121212121212121,0.3215909090909091,0,0,Normal,Normal,No
797,Monica Daniela Ramirez Flores,Tecnologia (Tech),Analista de Datos,Planta Industrial,Full-Time,912,1372.0,732,917.0,3016,3933,8.012018239159062,1.5027382256297919,0.3039443155452436,1.5027382256297919,1.004381161007667,2,0,Anomalía,Normal,No
798,Veronica Valentina Mendoza Morales,Logistica,Gestor de Flota,Oficinas Administrativas,Part-Time,4718,384.0,929,628.0,6031,6659,8.704833909687792,0.08137317228226319,0.10411140583554376,0.08137317228226319,0.13307904216995126,0,0,Normal,Normal,No
799,Juan Rafael Ramirez Rodriguez,Comercial / Ventas,Key Account Manager,Oficinas Administrativas,Full-Time,4704,1301.0,675,723.0,6680,7403,8.807022955925477,0.2765143464399575,0.10821733273462057,0.2765143464399575,0.1536663124335813,0,0,Normal,Normal,No
800,Ana Elena Rojas Morales,Logistica,Gestor de Flota,Oficina Regional,Full-Time,3942,828.0,851,1058.0,5621,6679,8.634442751466477,0.2099923915800152,0.18818925649235146,0.2099923915800152,0.26832361146335276,0,0,Normal,Normal,No
801,Jorge Mario Martinez Sanchez,Logistica,Gestor de Flota,Centros de Distribucion,Full-Time,4179,468.0,334,249.0,4981,5230,8.513586695822125,0.11196172248803828,0.04997992773986351,0.11196172248803828,0.05956937799043062,0,0,Normal,Normal,No
802,Veronica Patricia Rojas Sanchez,Finanzas,Controller Financiero,Oficina Regional,Full-Time,1765,415.0,521,742.0,2701,3443,7.9017475185201445,0.23499433748584372,0.27461139896373055,0.23499433748584372,0.420158550396376,3,0,Normal,Normal,No
803,Silvia Veronica Flores Castro,Tecnologia (Tech),Analista de Datos,Oficinas Administrativas,Part-Time,905,197.0,840,768.0,1942,2710,7.57198844937744,0.217439293598234,0.3952650540401441,0.217439293598234,0.847682119205298,1,0,Normal,Normal,No
804,Daniela Paula Rodriguez Perez,Logistica,Gestor de Flota,Planta Industrial (Matriz),Full-Time,4548,1152.0,475,362.0,6175,6537,8.728426091704613,0.2532424708727193,0.0586139896373057,0.2532424708727193,0.07957792921521213,0,0,Normal,Normal,No
805,Julio Victor Martinez Vargas,Operaciones (Supply),Analista de Calidad,Planta Industrial,Full-Time,3595,1417.0,131,764.0,5143,5907,8.545586265917455,0.3940489432703003,0.14852255054432348,0.3940489432703003,0.21245828698553948,0,0,Normal,Normal,No
806,Maria Carmen Vargas Martinez,Logistica,Gestor de Flota,Planta Industrial (Matriz),Full-Time,3189,722.0,185,867.0,4096,4963,8.318010277546872,0.2263322884012539,0.21161825726141079,0.2263322884012539,0.2717868338557994,0,0,Normal,Normal,No
807,Patricia Sofia Martinez Flores,Operaciones (Supply),Analista de Calidad,Planta Industrial (Matriz),Full-Time,4061,817.0,514,947.0,5392,6339,8.592857095337227,0.20113244707040867,0.17559799740404228,0.20113244707040867,0.23313638601674053,0,0,Normal,Normal,No
808,Lucia Claudia Rodriguez Diaz,Operaciones (Supply),Operador de Envasado,Oficina Regional,Part-Time,4760,970.0,271,1416.0,6001,7417,8.699848026000312,0.20373871035496743,0.23592135954681773,0.20373871035496743,0.297416509136736,0,0,Normal,Normal,No
809,Andrea Claudia Morales Herrera,Logistica,Planificador de Demanda,Centros de Distribucion,Part-Time,3721,337.0,634,502.0,4692,5194,8.453827315794417,0.09054271896829662,0.10696782441934796,0.09054271896829662,0.13487372380440624,0,0,Normal,Normal,No
810,Andres Alberto Sanchez Diaz,Sostenibilidad,Coordinador de Agro,Planta Industrial (Matriz),Part-Time,2078,778.0,807,754.0,3663,4417,8.20631072579402,0.37421837421837423,0.20578602620087336,0.37421837421837423,0.36267436267436265,3,0,Normal,Normal,No
811,Victor Alberto Flores Rojas,Logistica,Gestor de Flota,Oficina Regional,Part-Time,1171,1190.0,334,286.0,2695,2981,7.899524472032198,1.015358361774744,0.10608308605341246,1.015358361774744,0.2440273037542662,2,0,Normal,Normal,No
812,Claudia Elena Gonzalez Lopez,Sostenibilidad,Coordinador de Agro,Oficina Regional,Part-Time,1257,371.0,492,466.0,2120,2586,7.659642954564682,0.294912559618442,0.2197076850542197,0.294912559618442,0.37042925278219396,3,0,Normal,Normal,No
813,Gabriela Elena Vargas Herrera,Operaciones (Supply),Operador de Envasado,Oficinas Administrativas,Part-Time,4366,1445.0,352,1342.0,6163,7505,8.726481196440007,0.330890771696817,0.21771576898118106,0.330890771696817,0.30730478589420657,0,0,Normal,Normal,No
814,Sofia Valentina Martinez Ramirez,Marketing,Trade Marketing,Centros de Distribucion,Full-Time,2381,575.0,152,926.0,3108,4034,8.042056410058754,0.2413937867338371,0.2978449662270827,0.2413937867338371,0.3887489504617968,3,0,Normal,Normal,No
815,Victor Carlos Castro Rojas,Marketing,Brand Manager,Oficina Regional,Part-Time,4761,935.0,961,758.0,6657,7415,8.80357441813497,0.19634607307853844,0.11384800240312407,0.19634607307853844,0.15917681646367074,0,0,Normal,Normal,No
816,Paula Gabriela Rodriguez Suarez,Logistica,Planificador de Demanda,Oficinas Administrativas,,1404,443.0,780,1331.0,2627,3958,7.873978379604501,0.31530249110320285,0.506468797564688,0.31530249110320285,0.9473309608540925,1,0,Normal,Normal,No
817,Maria Monica Rojas Gonzalez,Sostenibilidad,Coordinador de Agro,Planta Industrial,Full-Time,3063,749.0,838,1159.0,4650,5809,8.444837529224097,0.24445169712793732,0.2491937217802623,0.24445169712793732,0.37826370757180156,0,0,Normal,Normal,No
818,Camila Ana Torres Castro,Operaciones (Supply),Operador de Envasado,Oficinas Administrativas,Part-Time,1506,688.0,461,833.0,2655,3488,7.884576510596324,0.45653616456536167,0.31362951807228917,0.45653616456536167,0.5527538155275381,3,0,Normal,Normal,No
819,Raul Ricardo Rojas Mendoza,Operaciones (Supply),Operador de Envasado,Oficinas Administrativas,Full-Time,3393,961.0,487,1027.0,4841,5868,8.485083137498004,0.2831467295226871,0.2121024370095002,0.2831467295226871,0.30259281084266354,0,0,Normal,Normal,No
820,Rafael Rafael Mendoza Rodriguez,Tecnologia (Tech),Analista de Datos,Oficina Regional,Part-Time,3873,887.0,124,856.0,4884,5740,8.493924564476883,0.2289623128549303,0.1752302968270215,0.2289623128549303,0.22096024780588538,0,0,Normal,Normal,No
821,Carlos Miguel Rodriguez Flores,Marketing,Brand Manager,Planta Industrial,Part-Time,4018,1002.0,832,559.0,5852,6411,8.67470962929122,0.2493157501866136,0.09550657782333846,0.2493157501866136,0.13908932570291116,0,0,Normal,Normal,No
822,Rosa Veronica Castro Martinez,Marketing,Brand Manager,Planta Industrial (Matriz),Part-Time,3602,795.0,917,796.0,4519,5315,8.416267272826277,0.2206494587843464,0.17610619469026548,0.2206494587843464,0.2209270052733833,0,0,Normal,Normal,No
